orcid	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31
0000-0001-7720-8430	0.026749004	-0.023102492	0.06851009	0.17426653	0.13208073	0.059727944	-0.13617925	0.38186142	-0.022161102	0.08287065	0.25426644	-0.2614702	0.19486016	0.16386805	-0.12684438	0.19918582	0.23463516	0.19661446	0.17452529	-0.08393426	0.13908182	0.037121747	0.35018975	-0.12728795	-0.047374014	-0.09741725	0.15409198	-0.05852527	-0.17340837	-0.040507443	0.21832995	0.3290822
0000-0001-7723-3222	0.065655045	0.06851931	-0.35631996	0.0071224333	0.012650551	-0.04468471	-0.06803639	0.18457504	-0.15228808	-0.19960591	-0.274911	-0.26843423	0.048457444	-0.13142495	-0.03378356	0.07065971	0.03366734	0.008210321	0.08487915	0.10019261	0.056385163	0.3197282	0.035906993	-0.31635457	-0.08118405	-0.25898805	-0.25133544	0.004503384	-0.38069606	-0.11988785	-0.116667315	-0.22741179
0000-0001-7725-498X	-0.046442617	0.076733254	0.17205022	0.090266	-0.06885634	-0.04742985	0.18630733	0.0874967	-0.06765135	0.051366605	0.0016107344	0.06509674	0.0101887705	-0.3211908	-0.13215652	0.20781972	-0.024105066	0.015118518	-0.2155503	-0.19754136	0.32470006	-0.015951958	-0.06607942	-0.1493541	0.2289797	-0.22791941	0.0030841434	0.29939237	-0.14983146	0.28637445	0.15167026	-0.43512148
0000-0001-7734-722X	-0.16587964	-0.24234587	0.009003674	0.030140176	0.27760315	0.05709831	-0.1253009	0.1293272	0.08948076	0.05043781	-0.112980306	-0.29670656	-0.12073974	0.0060040504	0.043919984	0.11656559	0.17862228	0.19251765	0.02377081	-0.1399954	-0.013966185	0.2348557	0.26188537	-0.4158369	-0.010125599	-0.21539783	0.06534109	-0.23061624	-0.050862942	-0.11085254	0.20194553	-0.33605716
0000-0001-7778-5561	0.0771606	0.012359222	0.15764531	-0.045040645	-0.02025184	0.11641849	-0.14975351	-0.22442181	-0.17278792	-0.1458337	0.051118925	0.15938364	-0.10501442	0.24811773	-0.14370634	0.3703462	-0.08331473	0.120929606	-0.090666205	-0.064587675	0.011181644	0.049859706	0.13966732	0.08864698	-0.13964403	0.31125855	-0.10917085	0.31969243	0.03996813	-0.16338152	0.46029404	-0.19005802
0000-0001-7784-471X	-0.091580905	-0.094815366	-0.10313311	0.10165725	-0.03930451	0.18804505	-0.030098367	0.011300534	-0.01951249	-0.25967297	0.005986404	0.36253288	0.2944864	-0.2917263	0.03648531	-0.11559279	-0.036856502	0.36202607	0.038094476	-0.22357704	0.0049945554	-0.1672005	0.0035109208	-0.23690131	-0.104904726	-0.36174792	-0.17941919	0.1905278	-0.10046213	0.0009391631	-0.14263047	0.17072932
0000-0001-7788-4367	-0.014583649	-0.046813324	-0.22195739	0.0014628404	0.29511136	0.03448671	-0.26786342	0.07449797	0.20909673	-0.45863807	0.089126386	-0.03161965	-0.11260208	0.0098184645	-0.22612542	-0.099960886	-0.00026883493	-0.19705147	0.1300095	-0.3368111	0.043474164	-0.03385587	-0.08831398	0.2189326	0.00017174042	0.08172317	-0.03157174	-0.11226043	0.43378446	0.06630362	0.070989184	0.003240482
0000-0001-7790-1665	-0.02914277	0.5385947	-0.11090878	-0.10802608	-0.13493542	-0.015434633	0.22766471	-0.06619306	0.3713549	0.34929448	0.14201705	0.0074860863	-0.0792852	-0.0159646	0.1047158	-0.31829903	-0.2102778	-0.14370964	-0.080875956	-0.1749557	0.118638344	-0.07600326	-0.03962483	0.00093825156	0.042354345	-0.06908896	-0.15258114	0.04249217	0.12813132	0.110052384	-0.16636783	0.013327015
0000-0001-7806-8361	-0.10824664	0.3898098	0.09184252	-0.25964928	0.34036848	0.28206432	-0.0567065	0.048500005	-0.086689435	0.17736214	0.0664965	-0.04807538	-0.06323443	-0.07085713	-0.3745894	-0.06800609	-0.048310813	0.28229278	0.13631131	0.23667057	-0.20214112	0.018244822	0.051399924	-0.03885211	0.049249027	0.302187	0.070169404	-0.07451554	-0.17265399	-0.15438521	0.002686075	0.0009807092
0000-0001-7813-8884	0.34507847	0.20263167	0.09254045	-0.026219929	0.08950541	0.1451218	0.0904494	0.09650029	-0.13196559	0.1994864	0.14183879	-0.12953466	0.027148783	0.12256343	-0.2462232	0.27400154	-0.05445364	-0.30647102	0.22802016	-0.2615908	0.08994021	0.061353922	0.02502252	0.25428438	-0.29046783	-0.17434163	0.1319933	0.30513495	0.06037849	0.012911189	0.107163966	-0.0585854
0000-0001-7817-2687	0.07396925	0.006844165	-0.25108957	-0.07904422	-0.15737341	0.322735	-0.25723368	0.11263144	0.15783352	0.30794945	-0.09211337	-0.11200044	0.17930262	-0.06579144	0.070513345	0.0072842767	-0.24825013	-0.09069505	-0.23494901	-0.08295863	-0.14167939	-0.16377904	-0.28517133	-0.21708052	-0.20653467	0.28254747	-0.24891986	-0.030241577	-0.024696818	-0.14428641	0.0030070888	-0.14508747
0000-0001-7817-9571	-0.35276446	-0.41293463	-0.12572408	-0.05910061	0.090279736	-0.12571229	0.053418253	-0.2777715	-0.19988778	-0.034067176	-0.005332257	0.052008692	-0.011157779	0.19718058	-0.33137417	0.050065894	0.04772146	-0.1296185	-0.29424095	0.06469974	-0.14772977	0.06049053	0.0543603	0.26889825	0.049642436	0.2148973	-0.31556153	0.0681931	-0.11683539	-0.011033132	-0.008510894	0.096459135
0000-0001-7824-7650	-0.11060088	0.37352288	0.110109314	0.0386003	-0.17110093	0.15598844	-0.26690397	-0.3911356	0.3718611	-0.13771878	-0.022649482	0.055788204	0.1464771	-0.21916683	0.04693068	-0.029808177	-0.22663505	-0.0444211	0.019384686	0.097103335	0.31764844	-0.07899527	0.15668787	0.006213326	-0.100196235	0.16216888	-0.17160194	-0.13645414	0.124893814	-0.04533408	0.15551165	0.04726473
0000-0001-7830-1338	-0.018205475	0.33579662	-0.14388445	-0.012381033	-0.33055508	0.07360212	0.2984186	0.15740596	0.041250397	-0.10268514	0.06394814	0.30572227	-0.29229024	0.26618353	0.07566923	0.22842436	-0.20931555	-0.096326225	0.09421391	-0.21152963	-0.1337248	-0.0493532	-0.061261706	-0.007144293	-0.1587766	0.017377263	-0.16901846	0.06826411	-0.21866076	0.076879285	0.17997995	0.1945697
0000-0001-7832-6156	-0.28541958	-0.061671022	-0.1824922	0.03398656	0.18865047	-0.3036868	0.24237187	-0.037428495	0.18448044	-0.07965463	-0.058678735	-0.20922446	-0.18454543	0.12803605	0.21812733	-0.101609334	0.060030114	-0.23093547	0.08745467	-0.112297356	0.042047963	-0.16813254	-0.21337363	-0.25576788	0.024604125	-0.19919264	-0.06415277	-0.39774066	0.24602121	-0.060665403	-0.06497485	-0.08463359
0000-0001-7833-3030	-0.22423898	0.016591286	0.30247456	0.016599433	0.196584	-0.2301475	-0.11478105	-0.058097158	0.18771416	-0.28253558	0.16291809	0.08641124	-0.17977284	-0.32067826	-0.30301753	0.09499126	-0.14117561	0.24052338	0.099399485	0.26444098	-0.024923405	0.016346749	0.23958392	0.16328771	-0.14995804	0.11012712	-0.16994902	0.017463654	-0.13198347	0.023662677	-0.17463863	0.09808906
0000-0001-7846-2094	-0.0649994	-0.0016322198	-0.0030880847	0.047853664	0.15208498	0.19829316	-0.1495533	0.13398159	-0.1907458	-0.102754995	0.12662801	-0.52261066	-0.0034690504	0.24533072	0.06978108	0.22870629	-0.28355217	-0.044144046	0.21083555	0.19934873	-0.050686594	-0.1874356	0.10352206	-0.024933	0.2161386	0.123743735	-0.021236613	-0.01489788	-0.28565744	-0.23602822	-0.14653873	-0.012891368
0000-0001-7851-0666	0.034615695	0.0027788677	-0.13588308	-0.21330896	0.18012588	0.27442592	0.25083202	0.20022848	-0.04311569	0.10388927	-0.105203904	0.04536866	0.12284393	0.020339994	0.054471113	-0.10695869	-0.007605479	0.13877659	0.128632	-0.15019955	-0.38168782	0.08388354	0.09001157	-0.0013609948	-0.11178813	-0.057845846	0.16281532	-0.13137704	0.10776864	0.24766004	-0.37306294	-0.42117792
0000-0001-7853-7359	-0.14083277	0.007204667	-0.10227909	-0.25287893	-0.17634399	-0.026687928	0.24150041	-0.33881915	0.022212693	0.09808141	0.31907976	-0.078214124	-0.14390934	0.20239492	0.28278974	-0.116810404	-0.29417816	-0.14850114	-0.2758217	-0.03389839	-0.15666094	0.1008179	-0.12128904	0.15173286	0.11721526	-0.03146967	-0.13309647	-0.023436086	0.06432931	0.27768666	0.10699195	0.20855302
0000-0001-7879-4531	0.3052666	0.016366519	-0.17386855	-0.12616016	-0.17100477	0.38995466	-0.21291701	-0.0762986	0.071465716	0.3284926	0.17255303	-0.064249076	0.0427752	0.03659432	0.25193253	-0.2388595	0.056726974	-0.18562211	-0.13400048	-0.060483154	0.12039779	-0.19070166	-0.317249	0.038330175	0.15224092	-0.19577084	0.13070676	-0.11657279	0.031391185	0.11338743	-0.03949879	0.1935947
0000-0001-7882-2467	0.23380063	-0.015094616	-0.14074318	0.37831336	0.17367685	0.15149881	-0.20966606	0.03710406	0.14436066	-0.043315962	-0.10069822	-0.36368886	-0.00050557504	-0.25680754	-0.14665142	-0.04193308	-0.022927238	-0.2025965	-0.038930006	-0.14759415	0.03154642	-0.20010889	0.19611122	0.19170526	-0.022119932	-0.049695294	0.20130786	-0.13013428	-0.05315863	0.2963643	-0.20673463	-0.23334934
0000-0001-7883-8522	0.064268135	-0.3002468	-0.018126655	0.017873637	0.36952376	0.39388713	0.11706807	0.2974148	-0.12746498	0.21441452	-0.061157934	-0.3123945	0.15737572	-0.2048496	0.11365873	-0.0004578266	-0.0037972843	0.1484899	-0.044806127	-0.1667564	0.02870197	0.11358317	-0.20204487	0.0042215567	0.17037202	0.11161213	0.2169822	-0.090064555	-0.03868208	-0.079561405	0.1782687	-0.15902883
0000-0001-7895-3846	-0.24041481	0.048274737	-0.10339889	-0.035234734	-0.21370718	-0.1512637	0.12597522	0.1296667	-0.055587985	-0.3667834	-0.034874212	-0.0614392	0.23448281	-0.040059283	-0.23503399	-0.123403884	0.29314354	0.16814733	-0.24052957	-0.08965078	-0.13908708	-0.26003388	0.034576505	-0.08379129	0.23167515	-0.28920138	-0.13794523	0.2126654	-0.026074976	-0.26967347	-0.08068068	0.016665382
0000-0001-7918-5164	-0.069524676	-0.19580118	-0.05871769	-0.39051878	-0.048241783	-0.13318941	0.17401645	0.3611261	0.054809544	-0.07150157	0.092535935	0.06932222	-0.18232381	0.20526169	-0.23906347	-0.042060535	0.013479979	0.27497786	0.114092134	0.19201094	0.17541258	-0.11336269	-0.1674843	-0.21820168	-0.075121224	-0.16822286	0.18826255	0.26173022	0.114121266	0.011042132	0.015049826	0.26098529
0000-0001-7924-6043	0.01029432	-0.11902092	-0.12800147	-0.02061215	-0.0018394124	-0.097757116	-0.03097597	0.16441312	0.023078287	-0.11074394	0.014607302	0.12094605	-0.21943027	0.0667956	0.25160274	0.4609001	0.08567085	-0.08789491	-0.23168035	0.18444325	0.33031732	-0.100643605	-0.040711485	0.2322808	-0.36128062	-0.035906784	0.19142252	-0.16960566	0.16838345	0.044116985	0.2507544	0.08589122
0000-0001-7933-3227	-0.40731558	-0.27680513	0.12723796	-0.15871869	0.29924235	-0.25927392	-0.09737113	0.17369698	-0.10722737	-0.17772764	-0.04591	0.12456324	0.025268048	0.11182583	-0.05221001	-0.17428878	-0.18768713	-0.033475846	0.3175037	-0.12144101	-0.3055934	-0.019254113	-0.19658495	0.04066677	-0.039579336	0.23714598	0.16434199	0.10144563	0.003946284	-0.07177786	0.034945644	-0.15894437
0000-0001-7934-0400	0.11061162	-0.4255294	-0.087067865	-0.22549489	0.17780712	-0.11556841	-0.05103	0.23244186	-0.069454744	0.12080295	0.12428646	-0.16762836	0.0016290382	0.07894457	-0.26499802	0.32752335	0.20075276	0.22376935	0.21298872	-0.15459815	0.02321267	0.1783105	0.09790849	-0.1950732	0.28266162	0.03233396	0.0635444	-0.1426953	0.004695351	-0.050127223	0.026180577	-0.22756745
0000-0001-7949-5496	0.064642936	0.044264924	-0.2469415	-0.25856042	-0.12432845	0.021563685	0.22347657	0.40244234	-0.17337461	-0.22511159	0.2766755	0.21970859	0.1766581	-0.1446808	0.16945836	0.023242962	-0.013812131	0.012306919	-0.17618708	-0.047486395	-0.13650583	-0.18777066	-0.12131988	0.025785742	-0.3047851	0.011757604	-0.3412872	-0.14601211	0.020170687	-0.10261784	-0.04971096	0.06403808
0000-0001-7954-6038	0.29152578	0.372846	0.063874975	0.091023795	-0.1685707	-0.23737286	0.027105642	0.21429414	0.25507993	0.17417677	-0.007772284	0.067115724	0.008847265	-0.22266993	0.0069131353	-0.32251775	-0.011686306	-0.2412	-0.10367205	-0.11492	0.04816127	0.13393614	-0.10840766	0.12920779	0.23108716	0.03331425	-0.077535495	-0.16913751	-0.37281886	-0.02847318	-0.100895315	-0.09183048
0000-0001-7959-4902	0.27835456	0.16818507	0.16097453	0.23303208	-0.03598438	-0.042136036	0.14411475	0.06636331	0.23829362	-0.095395945	-0.30394742	-0.08467361	-0.18936433	0.18422133	-0.12057198	0.15015855	0.061394904	0.044172823	-0.12736253	0.093514964	-0.014522219	0.23376754	0.05179084	-0.2812515	-0.0878321	-0.21701351	0.20424515	0.22736026	-0.14300057	-0.1395287	-0.36167216	-0.16486934
0000-0001-7977-1366	0.124997385	-0.025088463	0.19085158	-0.07338268	0.42780843	-0.24893273	-0.15992528	0.076554455	0.046090998	-0.24867319	-0.104506664	0.18482026	-0.1558642	-0.099427216	-0.029829195	0.13774788	0.2523371	-0.05343193	-0.084169544	-0.13442385	0.1627187	0.01168828	-0.14991479	-0.16861705	-0.004549904	0.18352914	-0.08359054	-0.44028717	0.24624565	0.0139515735	0.19104384	0.036736317
0000-0001-7977-3011	0.007939578	-0.14437999	-0.22590463	-0.12682277	-0.24062082	0.43512425	0.17149983	-0.017344935	0.03374724	0.11420919	0.015142503	-0.3538294	0.0030027246	0.3044541	0.07554768	0.07212442	0.103445984	0.057520248	-0.22391349	-0.09743656	0.16202284	0.10986658	-0.0839427	-0.2628364	0.3155775	0.051052388	-0.04586161	0.07907283	-0.045471773	0.08615047	-0.19415061	0.21444376
0000-0001-7985-6087	-0.20473532	0.11182314	0.01884049	0.19493636	-0.17331232	0.08287334	-0.19703633	-0.20511714	-0.12470214	0.21770822	0.28018	-0.24728712	-0.13347432	-0.2682796	-0.08920673	-0.07164053	0.12068365	0.3298756	-0.0058297026	-0.20608407	-0.123534024	-0.026102355	0.13409144	0.30734497	0.19194376	-0.20927264	0.20972767	0.08447595	-0.003916574	-0.21762669	0.10046223	-0.021062134
0000-0001-7988-1514	-0.1490625	-0.20037755	-0.10619431	-0.17371693	-0.07519357	-0.08909965	0.15803008	0.08911718	-0.22472136	-0.1592333	0.31732613	-0.39527935	0.1292502	0.2229458	-0.015250929	0.046356414	-0.03840265	0.09840294	0.29577953	0.33789298	0.2698001	0.00024939253	-0.036649622	0.08306864	-0.18825315	-0.01673363	-0.07874311	0.039507832	0.10642857	-0.2445317	-0.17198384	-0.10022569
0000-0001-7990-3592	-0.06447922	-0.30592504	-0.05482903	0.080500886	-0.120528035	-0.17722492	-0.03393299	0.19101575	0.0038533055	-0.034399007	0.36472854	-0.08008328	0.10483918	0.47783116	0.10640871	0.0106835915	-0.11084237	0.19537324	0.14571185	0.15911128	0.21153376	-0.24260153	-0.15224376	0.1785369	0.009083182	-0.1943182	0.1976007	0.16856408	-0.052562036	-0.036039796	0.22568358	0.042969294
0000-0001-7991-1568	0.18720533	-0.27346614	0.042756017	0.18880382	-0.2561562	0.00247761	-0.37351665	0.033218432	0.048253193	-0.11951927	-0.27645913	0.01194878	-0.064295515	0.06527045	-0.4488766	-0.16582352	0.026156077	0.24511859	0.15753292	0.14988637	-0.045727126	0.10679922	0.036965076	0.15585387	0.23521921	-0.09744846	0.08264694	0.032626636	-0.022567615	-0.05858953	-0.26400203	-0.14941774
0000-0001-8010-4499	-0.0015193905	-0.37225404	0.055743158	0.06728545	0.16410463	0.042557053	0.080085896	-0.10639157	-0.1824	-0.3525061	-0.06491393	-0.2728707	0.27335086	0.08076966	-0.24544166	-0.011149283	0.3168875	0.20042153	0.14366777	-0.1794085	0.08275265	0.12033483	0.11823847	-0.14343593	0.20175342	0.14868449	-0.049460877	0.22708128	-0.19818965	-0.13582411	0.05220331	-0.054131012
0000-0001-8019-0702	0.06658307	-0.17752178	-0.22835696	0.2032647	-0.0725575	0.08241374	0.020228207	0.18481033	-0.16867793	-0.010883772	-0.06367515	-0.32771286	0.04083223	0.16745418	0.12012345	-0.032331467	-0.2784054	-0.061866138	0.23703542	-0.30902034	0.091712885	-0.032156326	0.123844415	-0.17104444	0.14284736	0.11348091	0.13173547	0.2527356	-0.2953443	0.046427608	0.15270537	-0.3528388
0000-0001-8025-6361	-0.15848647	-0.076504305	-0.13851592	0.035698194	0.15754588	-0.024288388	-0.20622627	0.030365601	-0.245724	-0.15523697	0.26121467	-0.24181366	0.17384355	0.34904465	0.03505948	0.1022394	0.05305832	0.16728437	0.34625542	0.2017799	0.22487979	-0.18697442	-0.13023487	0.04177427	0.033586983	0.018999051	-0.09911141	0.19466689	-0.15791212	-0.3644909	0.04612258	0.004144125
0000-0001-8028-5787	0.15312986	0.17943951	-0.2368944	-0.29512593	0.02557288	0.37137887	-0.30485302	0.106849045	0.09257731	-0.04839842	0.117688626	-0.03288512	0.08630212	0.14600536	-0.16410504	-0.007390853	-0.1600377	-0.0026941	-0.28500298	0.18615158	-0.022312742	0.045947187	-0.31324056	0.06405025	-0.18477543	0.015004642	-0.27421305	-0.041051153	0.08766391	0.15733387	-0.21995209	0.1954898
0000-0001-8042-1099	0.0031024388	0.037699375	-0.24700601	0.055412557	-0.43202594	-0.0031698688	0.16323508	-0.17560157	0.032329075	0.01391297	-0.15739201	0.4367404	-0.39590693	-0.012539847	0.21094707	0.09892562	-0.05570999	-0.0049806903	-0.1564633	0.00930805	0.19080052	0.1598266	-0.24612996	0.0058602416	0.0031226368	-0.19958147	-0.091214515	0.21459801	0.05131539	0.040596478	0.11415007	0.025003592
0000-0001-8057-8037	-0.0013283604	-0.46403152	0.10211279	0.34356955	-0.3637034	0.13740219	0.042250045	-0.07576489	0.045817826	-0.027099764	0.07057058	-0.16364202	0.043682046	0.07779617	-0.20619638	-0.0069445134	0.2640419	-0.21190223	0.121948466	-0.008508651	-0.23596695	0.10103144	0.12538448	-0.01976199	0.29671	-0.1819186	-0.06549341	0.15421638	0.010387349	-0.21173246	-0.08072112	-0.013469579
0000-0001-8072-943X	-0.01934881	-0.22409709	0.3101265	0.24884051	0.028221896	0.08736118	-0.2528611	0.089220926	-0.08904551	-0.1376149	0.09166672	0.040602565	-0.17616412	0.14965498	-0.26624492	0.22039495	0.09392056	0.028683407	-0.05638397	0.21381353	0.07310475	0.2832474	0.18729189	0.18808475	-0.16690631	0.17005585	-0.20552953	-0.07026994	0.2871539	-0.28631854	-0.04350483	-0.12774536
0000-0001-8074-6299	-0.4132869	-0.08295757	0.14190622	-0.2700952	0.15565206	0.1725186	0.10946767	0.32636487	0.09017686	0.056409005	0.17216122	0.043208465	0.08101882	0.19383126	-0.015904823	0.32850075	0.07970182	0.2918408	0.11476509	0.03872193	0.08823814	0.049552165	-0.13005604	0.022544885	-0.13011417	-0.022819027	0.12082583	-0.33959597	-0.18268572	-0.08886436	0.16366132	0.1110291
0000-0001-8083-6358	0.07828866	0.089787595	-0.11593667	0.20425045	0.057605255	-0.032723207	-0.0004268548	-0.11919223	-0.0008772959	0.10390079	-0.23186506	-0.29121664	0.14384912	-0.22193694	0.24559371	0.078838944	-0.035173178	0.36285958	0.07232654	-0.21683349	-0.29541755	-0.09359019	-0.17534569	-0.2025168	-0.17956464	-0.028611436	-0.12052428	-0.27004877	-0.1506878	-0.04922133	-0.27475443	-0.22833093
0000-0001-8127-0413	-0.30915353	0.09659234	0.04081268	-0.08831093	0.22637215	0.07844113	0.14471343	0.12710115	-0.08992924	0.033230316	0.026168674	-0.3383043	-0.17983794	-0.25892168	0.24985813	-0.038226422	0.04273747	-0.13196947	-0.021768145	-0.050469022	-0.1290197	-0.03910058	0.31265897	-0.3995069	-0.25707173	-0.1760539	0.12124257	-0.15452553	0.23326638	0.090716355	0.065924406	-0.05558347
0000-0001-8129-0457	-0.06840336	-0.04828795	0.04613415	0.13355021	0.06168972	-0.04687175	-0.2718087	0.123632096	-0.015443315	0.25675324	0.24488023	0.16057788	0.084615596	0.05731983	0.33394298	0.29177693	-0.17596039	-0.040825468	-0.30137673	-0.10904159	-0.045842156	-0.09632896	0.1540009	-0.10923864	-0.2903875	-0.016108196	0.24284413	-0.22338176	0.21820503	0.09232066	-0.20571664	-0.21108973
0000-0001-8180-8682	0.14805137	-0.117172085	0.13309114	-0.18510444	0.23099913	-0.27105242	-0.28174987	-0.082722604	0.018920274	0.25859728	-0.1833671	0.028950587	-0.13162316	0.02877445	-0.0070725316	-0.106749706	-0.083907165	0.046799015	0.161662	-0.4475961	-0.042842496	0.15848769	0.023773842	0.2283351	-0.118442714	0.10011576	0.09648602	-0.28643617	-0.0073230043	-0.34287432	0.11419202	0.081252575
0000-0001-8188-4642	-0.2415213	0.13312887	-0.10108885	-0.002918323	0.24972475	-0.30747694	0.11186552	-0.20778541	0.06170617	-0.06651379	0.29117242	0.04495254	0.0424111	0.17107831	0.27064216	-0.20147306	-0.26319712	-0.098255955	0.025538806	-0.187979	-0.015936103	-0.054879364	0.24610138	-0.26940057	-0.17995906	0.010945469	0.13077283	0.1114042	0.37304148	-0.017497795	0.030749518	-0.086217105
0000-0001-8189-6686	-0.014680702	-0.04387194	-0.3365981	0.0018854082	0.006356343	-0.17527251	-0.17852111	0.30243418	-0.31772238	-0.16813226	-0.023959033	-0.0020187702	-0.1279398	0.13930075	-0.22750135	0.2659474	0.17342274	-0.08604192	-0.27613238	0.2883477	0.02872025	-0.06442785	0.10557316	-0.1334049	0.050525423	0.051987525	0.11938842	0.055734042	0.07030642	0.105588555	-0.14911287	0.3881715
0000-0001-8191-1997	-0.2534105	-0.30187953	-0.20458056	0.16943887	-0.22440022	-0.08065875	0.32152665	0.0016007853	-0.2408063	-0.02441943	-0.22552381	0.34706858	-0.3367737	0.055154886	-0.067540534	0.056531038	-0.20704031	-0.06493404	0.12358111	0.16283523	-0.07613185	0.20974104	-0.12605885	0.03917221	0.003485825	-0.12977831	0.105727986	0.1524261	0.07151513	0.1068097	-0.1412692	0.12609518
0000-0001-8210-8434	0.16255286	0.111126944	-0.27535242	-0.022443507	0.1978074	0.2045083	0.08218125	0.27020496	-0.08059256	0.15041058	-0.2285157	-0.1632519	0.04140245	-0.20504312	0.024733769	0.26152104	-0.25960034	-0.09727466	-0.24430089	-0.21771596	0.019686354	-0.0061762366	0.062019028	-0.04963293	0.09931562	-0.18494238	-0.24648382	0.010197055	0.0010761216	-0.10376812	-0.20132284	-0.39564884
